packetNo,delay,isWrong,repeats
1658,94,0,0
1659,96,0,0
1660,92,0,0
1661,90,0,0
1662,96,0,0
1663,91,0,0
1664,96,0,0
1665,91,0,0
1666,92,0,0
1667,101,0,0
1668,88,0,0
1669,98,0,0
1670,88,0,0
1671,94,0,0
1672,102,0,0
1673,91,0,0
1674,102,0,0
1675,93,0,0
1676,91,0,0
1677,98,0,0
1678,89,0,0
1679,105,0,0
1680,104,0,0
1681,102,0,0
1682,108,0,0
1683,108,0,0
1684,109,0,0
1685,101,0,0
1686,337,1,2
1687,400,0,0
1688,102,0,0
1689,101,0,0
1690,108,0,0
1691,80,0,0
1692,84,0,0
1693,77,0,0
1694,78,0,0
1695,83,0,0
1696,77,0,0
1697,84,0,0
1698,163,1,1
1699,85,0,0
1700,79,0,0
1701,88,0,0
1702,80,0,0
1703,79,0,0
1704,86,0,0
1705,81,0,0
1706,84,0,0
1707,81,0,0
1708,81,0,0
1709,87,0,0
1710,80,0,0
1711,86,0,0
1712,81,0,0
1713,79,0,0
1714,89,0,0
1715,165,1,1
1716,80,0,0
1717,81,0,0
1718,85,0,0
1719,77,0,0
1720,86,0,0
1721,79,0,0
1722,81,0,0
1723,84,0,0
1724,210,1,1
1725,203,1,1
1726,214,1,1
1727,109,0,0
1728,102,0,0
1729,101,0,0
1730,211,1,1
1731,211,1,1
1732,103,0,0
1733,109,0,0
1734,102,0,0
1735,109,0,0
1736,102,0,0
1737,102,0,0
1738,109,0,0
1739,109,0,0
1740,109,0,0
1741,104,0,0
1742,102,0,0
1743,108,0,0
1744,104,0,0
1745,109,0,0
1746,101,0,0
1747,103,0,0
1748,110,0,0
1749,100,0,0
1750,115,0,0
1751,100,0,0
1752,102,0,0
1753,110,0,0
1754,99,0,0
1755,111,0,0
1756,101,0,0
1757,316,1,2
1758,109,0,0
1759,102,0,0
1760,100,0,0
1761,320,1,2
1762,101,0,0
1763,100,0,0
1764,112,0,0
1765,100,0,0
1766,308,1,2
1767,109,0,0
1768,213,1,1
1769,103,0,0
1770,98,0,0
1771,112,0,0
1772,111,0,0
1773,83,0,0
1774,81,0,0
1775,167,1,1
1776,165,1,1
1777,241,1,2
1778,80,0,0
1779,88,0,0
1780,79,0,0
1781,77,0,0
1782,85,0,0
1783,78,0,0
1784,99,0,0
1785,92,0,0
1786,91,0,0
1787,96,0,0
1788,92,0,0
1789,98,0,0
1790,93,0,0
1791,91,0,0
1792,283,1,2
1793,94,0,0
1794,91,0,0
1795,99,0,0
1796,91,0,0
1797,98,0,0
1798,90,0,0
1799,93,0,0
1800,101,0,0
1801,89,0,0
1802,98,0,0
1803,93,0,0
1804,92,0,0
1805,100,0,0
1806,91,0,0
1807,102,0,0
1808,92,0,0
1809,191,1,1
1810,89,0,0
1811,100,0,0
1812,95,0,0
1813,93,0,0
1814,94,0,0
1815,92,0,0
1816,96,0,0
1817,93,0,0
1818,90,0,0
1819,95,0,0
1820,93,0,0
1821,96,0,0
1822,91,0,0
1823,89,0,0
1824,97,0,0
1825,89,0,0
1826,98,0,0
1827,178,1,1
1828,97,0,0
1829,93,0,0
1830,98,0,0
1831,94,0,0
1832,90,0,0
1833,191,1,1
1834,186,1,1
1835,190,1,1
1836,91,0,0
1837,98,0,0
1838,90,0,0
1839,95,0,0
1840,99,0,0
1841,189,1,1
1842,93,0,0
1843,90,0,0
1844,99,0,0
1845,92,0,0
1846,189,1,1
1847,285,1,2
1848,188,1,1
1849,93,0,0
1850,99,0,0
1851,187,1,1
1852,93,0,0
1853,94,0,0
1854,100,0,0
1855,282,1,2
1856,90,0,0
1857,97,0,0
1858,92,0,0
1859,95,0,0
1860,91,0,0
1861,91,0,0
1862,96,0,0
1863,90,0,0
1864,97,0,0
1865,92,0,0
1866,93,0,0
1867,99,0,0
1868,92,0,0
1869,97,0,0
1870,89,0,0
1871,92,0,0
1872,99,0,0
1873,90,0,0
1874,100,0,0
1875,90,0,0
1876,92,0,0
1877,113,0,0
1878,95,0,0
1879,97,0,0
1880,94,0,0
1881,91,0,0
1882,96,0,0
1883,98,0,0
1884,103,0,0
1885,93,0,0
1886,91,0,0
1887,102,0,0
1888,91,0,0
1889,109,0,0
1890,102,0,0
1891,102,0,0
1892,112,0,0
1893,320,1,2
1894,103,0,0
1895,110,0,0
1896,211,1,1
1897,104,0,0
1898,105,0,0
1899,111,0,0
1900,110,0,0
1901,111,0,0
1902,106,0,0
1903,101,0,0
1904,110,0,0
1905,101,0,0
1906,110,0,0
1907,102,0,0
1908,100,0,0
1909,112,0,0
1910,103,0,0
1911,107,0,0
1912,101,0,0
1913,107,0,0
1914,109,0,0
1915,103,0,0
1916,112,0,0
1917,208,1,1
1918,111,0,0
1919,105,0,0
1920,109,0,0
1921,101,0,0
1922,327,1,2
1923,126,0,0
1924,105,0,0
1925,104,0,0
1926,110,0,0
1927,103,0,0
1928,113,0,0
1929,105,0,0
1930,100,0,0
1931,109,0,0
1932,104,0,0
1933,110,0,0
1934,635,1,5
1935,311,1,2
1936,110,0,0
1937,102,0,0
1938,101,0,0
1939,219,1,1
1940,108,0,0
1941,206,1,1
1942,114,0,0
1943,110,0,0
1944,131,0,0
1945,227,1,1
1946,110,0,0
1947,102,0,0
1948,213,1,1
1949,99,0,0
1950,112,0,0
1951,315,1,2
1952,102,0,0
1953,110,0,0
1954,104,0,0
1955,107,0,0
1956,103,0,0
1957,105,0,0
1958,110,0,0
1959,103,0,0
1960,109,0,0
1961,103,0,0
1962,102,0,0
1963,111,0,0
1964,101,0,0
1965,227,1,1
1966,92,0,0
1967,190,1,1
1968,97,0,0
1969,93,0,0
1970,90,0,0
1971,100,0,0
1972,90,0,0
1973,102,0,0
1974,92,0,0
1975,91,0,0
1976,196,1,1
1977,96,0,0
1978,90,0,0
1979,285,1,2
1980,97,0,0
1981,91,0,0
1982,93,0,0
1983,100,0,0
1984,123,0,0
1985,101,0,0
1986,98,0,0
1987,212,1,1
1988,94,0,0
1989,103,0,0
1990,97,0,0
1991,101,0,0
1992,101,0,0
1993,98,0,0
1994,104,0,0
1995,98,0,0
1996,101,0,0
1997,103,0,0
1998,211,1,1
1999,96,0,0
2000,95,0,0
2001,102,0,0
2002,97,0,0
2003,119,0,0
2004,96,0,0
2005,97,0,0
2006,106,0,0
2007,105,0,0
2008,106,0,0
2009,101,0,0
2010,96,0,0
2011,189,1,1
2012,279,1,2
2013,3216,1,1
2014,67,0,0
2015,73,0,0
2016,132,1,1
2017,70,0,0
2018,63,0,0
2019,136,1,1
2020,62,0,0
2021,67,0,0
2022,65,0,0
2023,69,0,0
2024,67,0,0
2025,65,0,0
2026,70,0,0
2027,61,0,0
2028,71,0,0
2029,70,0,0
2030,61,0,0
2031,69,0,0
2032,64,0,0
2033,68,0,0
2034,68,0,0
2035,63,0,0
2036,72,0,0
2037,66,0,0
2038,68,0,0
2039,67,0,0
2040,65,0,0
2041,71,0,0
2042,64,0,0
2043,68,0,0
2044,71,0,0
2045,65,0,0
2046,69,0,0
2047,62,0,0
2048,68,0,0
2049,69,0,0
2050,66,0,0
2051,68,0,0
2052,62,0,0
2053,68,0,0
2054,69,0,0
2055,131,1,1
2056,64,0,0
2057,69,0,0
2058,71,0,0
2059,134,1,1
2060,64,0,0
2061,70,0,0
2062,69,0,0
2063,65,0,0
2064,70,0,0
2065,63,0,0
2066,70,0,0
2067,68,0,0
2068,64,0,0
2069,72,0,0
2070,63,0,0
2071,72,0,0
2072,68,0,0
2073,66,0,0
2074,70,0,0
2075,62,0,0
2076,73,0,0
2077,137,1,1
